,,AgedHSC,AgedMPPa,AgedMPPb,AgedMPPc,CLP,CMP,GMP,HSC,MEP,MPPa,MPPb,MPPc
A0A087WPZ6,Ppil3,91.31523009709883,85.57465112450734,101.53204543103625,63.12201895765381,48.86148387332572,120.58980690616019,114.29597358002692,117.67344754958982,163.9680490278694,124.02769505019441,98.21225472577103,69.93006938143267
A0A087WQ01,Peak1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.89280084126459
A0A087WQ23,Trmt1l,46.91659047176405,118.24538693488255,79.32189985937649,97.06916737083459,91.98244373176789,90.36560303335482,97.92066917492951,13.91846483412737,97.42976905344749,39.84676844746798,63.45707196316973,91.20297342395496
A0A087WQ57,Taf9,18.085671433060767,51.95206706565083,20.702723517723825,49.49696277321103,76.25437471051727,50.120977649273364,55.56283450640955,0.0,62.67763774761423,10.90977978820181,19.905176078174716,28.280237532249277
A0A087WQ60,Cops5,128.79173160121317,142.4884314226236,102.32262777783365,130.5119977758248,119.8170815684081,138.86026346583486,150.5432959788431,93.31368153181397,132.87411097776345,110.33169496024071,133.71429387456345,141.32729210121968
A0A087WQ63,Tardbp,652.1683703982239,643.7895787692908,619.5295372023628,624.5211316700365,637.8213641827589,404.7606555163088,534.4442183073023,412.65624056035745,530.308815351803,594.4087516997001,379.77867966351397,427.58163359808265
A0A087WQ64,Kansl3,8.563974775978712,9.778099854061216,0.0,1.1489915049538628,21.804530885967463,30.283651187339427,22.944253878382305,0.0,6.115997508808792,0.0,3.2041227895036157,5.62317786471994
A0A087WQ92,Hdac4,0.0,10.683065902086797,0.0,0.0,0.0,0.0,13.003624977936942,0.0,0.0,0.0,11.843129651410191,34.6633687819022
A0A087WQE4,Usp37,0.0,0.0,0.0,0.0,0.0,12.165905419745414,60.0414941650281,0.0,0.0,0.0,0.0,0.0
A0A087WQF3,Tgfbrap1,0.0,0.0,0.0,0.0,0.0,0.0,4.039576321969591,0.0,0.0,3.2469879141833733,0.0,0.0
A0A087WQF7,Slc39a10,9.121030592497155,69.76440902240986,59.03837189412337,55.801566292225,26.95265443075899,47.180417159784845,39.31391975531835,19.078311174956802,0.0,5.622496421111059,12.000740091758137,61.71407691500295
A0A087WQH8,Slc35a4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.86183326821299,0.0,0.0,19.913218125569575,0.0
A0A087WQN7,Xrn1,88.01850520120236,135.90330910441384,73.13663265996223,44.701433489129464,40.48551615341748,103.14426471839813,128.22177462531764,0.0,94.25056539154544,29.48921189242914,67.81343192622626,107.3662410543066
A0A087WQS0,Tns1,11.825090005792655,32.859126719211616,33.42160317416294,0.0,52.36881030257221,74.0052216253632,22.5984829693706,0.0,56.346102643486276,0.0,28.95719511709868,66.364368744629
A0A087WQS3,Gorab,0.0,0.0,0.0,0.0,0.0,0.0,4.942735390361008,10.597737209284814,0.0,0.0,17.640186472703714,1.5948806633551091
A0A087WQS4,Tuba4a,306.7758975932721,311.33075582951244,336.7706770560601,226.84501604628673,303.496016028626,300.396747996671,635.1878571105682,473.4039807798796,322.1335711669741,332.1220268210861,640.0260133937442,329.3861601376199
A0A087WQV7,Ddx3y,2.0601223609560764,0.0,0.0,0.0,0.0,8.816224794138224,30.157607715915148,330.8322598203702,89.23360691893147,0.0,0.0,64.20534986413782
A0A087WQX1,Cep70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.72918052916199,10.402220620007895,4.874457827588328
A0A087WQY2,2410004P03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.709169220785101,0.0
A0A087WR20,Ctsh,54.988414617546134,48.69205044631062,14.426651274879957,0.0,26.270249672308953,6.820734210455071,44.50035505983876,113.7934407450842,0.0,36.5678837127924,28.53257501465007,18.43489169492583
A0A087WR34,Gm20379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.045026147587111,0.0
A0A087WR50,Fn1,169.1079761051376,148.79449791106316,282.76335664872096,332.1937911197985,313.4230696758587,113.13964205108829,115.14056574566716,575.4485051353064,146.9307721818541,191.9853702424605,64.78485163168722,19.442666487476878
A0A087WR52,Agfg1,79.92883212918179,70.53975112302841,82.5730169402621,36.181224183888276,68.56852253729018,122.03202114868705,49.53673974580683,61.160489549352015,128.24345996774974,120.01099942154195,100.1651649822519,131.46797038295819
A0A087WRA4,Mndal,258.0598284680148,201.11577256848125,165.91413371523046,257.1979218730842,150.95617544685854,227.91807992878617,178.503401638367,112.39798918122786,77.5961018473823,173.23654450842855,253.05794868809483,255.97040755678358
A0A087WRA7,Ppp1r7,363.72203253052845,363.0452508338348,390.63461979980406,369.5880233376899,341.14470613643414,357.573216421035,279.99951525886206,504.30203870078094,403.5660684682378,462.2730136195459,423.311302011944,487.84078394784854
A0A087WRF2,Agap1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.960702045357806
A0A087WRG9,Ly6c1,0.0,0.0,0.0,0.0,0.0,0.0,5.405768435530243,0.0,0.0,0.0,0.0,0.0
A0A087WRI5,Ak6,0.0,0.0,0.0,0.0,5.381363615699298,0.0,0.0,0.0,11.705921125092502,0.0,0.0,0.0
A0A087WRI6,Creb1,99.37571347255349,113.65973709757854,120.87838076523946,117.7844025088723,155.15634550868077,137.6440229336478,106.35913963266634,156.66585850933143,106.18619380250473,152.00083395587248,104.83551385278638,50.44697812533725
A0A087WRI9,Ppp1r18,23.339975550436428,16.131541175535688,75.13137835435955,72.56351436746635,207.8518722798392,61.130502906394575,9.482841370806021,0.0,0.0,21.15086128338701,76.97754683939111,106.35625864994272
A0A087WRM0,Cdv3,76.14814030049446,87.04778674723234,133.7727698485001,136.68132778424436,480.4838350897542,143.94857966645088,75.14508188076451,71.3488594404008,339.1090148810765,146.02652390502024,83.0253581206042,191.7372927286922
A0A087WRM8,2310035C23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.616677990550922,0.0,0.0
A0A087WRQ0,Cspp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.544406661547903
A0A087WRQ4,Sumo1,184.8804654997028,168.89544662001464,175.183685603105,137.0734870849031,110.12870161770802,100.50809317549901,82.7543357894831,65.6931526337664,174.3374247096724,158.2476644783543,121.30998673379207,138.87146830330985
A0A087WRX1,9130401M01Rik,0.0,1.7001366099576973,0.0,1.4048663639150054,1.9564885097306794,0.0,17.359464178896108,0.0,0.0,0.0,0.0,0.0
A0A087WS00,Ipo11,37.294608246903266,14.987997274665762,41.07562250671642,37.93652844860795,14.426343672393065,147.218714589414,96.72734647454283,30.04111374918873,109.52850334374862,59.47488263508958,101.14317376560605,77.07885135265859
A0A087WS50,Abhd14a,0.0,0.0,0.0,0.0,0.0,0.0,5.0739775472656365,0.0,0.0,0.0,0.0,4.344062107929671
A0A087WS55,Topbp1,12.96780930519203,67.09719360673004,54.0678408993465,42.64916138222628,42.02701996086411,62.43523504355909,191.29207276890162,0.0,146.01254148580787,37.1699256124809,54.78877151585889,124.35830559489243
A0A087WS95,Rrp9,69.75730756861046,73.44102859290973,68.60391516820935,85.08151902650738,87.70444431037353,68.63997376770124,54.37559147081133,318.0585939177932,131.84242623355863,278.7516501807166,95.11593643713248,82.01017216605628
A0A087WSE0,Serpina1b,35.73905316048364,46.312491404179845,51.60954226375816,34.379389765958706,38.93246870978865,23.611649396845877,37.43281692923778,133.87093246587557,3.636378881995958,67.6363185371638,28.15257971987337,37.75344794444906
A0A087WSE1,Cbll1,0.0,0.0,0.0,0.0,4.788219122181491,41.26357779068916,15.556306184496725,0.0,7.971976008726363,2.481938524533911,7.956404723326512,18.463947262708373
A0A087WSE2,Atp5g2,0.0,0.0,0.0,0.0,0.0,0.0,5.434378150966215,0.0,0.0,0.0,3.0388125165435693,6.261041825589471
A0A087WSE6,Dnpep,255.8432281687308,199.7953325189567,197.24634589544712,178.15575990207833,163.15347002786757,206.08867602209094,121.27113770090654,213.48768291590457,183.58691221932497,212.47879790921291,279.76174159226673,216.4534513697388
A0A087WSE8,Gtf2e2,23.42960820176453,25.251689167334785,52.83105968015059,40.63514072247159,72.11208065275694,67.04016816183284,26.87292845229101,0.0,59.26677701953842,58.00193726648673,46.884999426120864,134.6740680370832
A0A087WSE9,Zfp629,15.304272551824747,35.32873489155216,11.190603553450014,0.0,45.98939562656606,43.5383479231607,2.968223888651812,0.0,0.0,11.091911818967708,33.872973585532996,75.9329225146985
A0A087WSF3,Spp2,16.591952646435786,12.142879918815419,18.849046472166286,20.058949594818635,47.387190182010166,0.0,0.0,281.46213429212304,0.0,58.07174438132921,16.149389370270665,3.9540620087515217
A0A087WSI8,Acad11,1.6995458312922263,9.716397623514016,0.0,0.0,0.0,10.472868945937975,25.523074435266125,0.0,3.443466460139765,2.753476513110673,9.324750532192377,0.0
A0A087WSM3,Ggt5,18.269416604555484,48.496064785211274,59.4461925107469,70.3234276550641,0.0,4.828732854778032,0.0,0.0,0.0,39.909139181962026,49.76037016241826,62.83854097349071
A0A087WSM4,Dap,13.53347211380967,3.124070553833189,17.593914662020335,16.71795891102061,86.97234780554547,58.790991833099355,68.0654485859142,54.12693682786727,29.665868760922322,77.81299657429729,88.06398485175366,110.39713074782595
A0A087WSM7,Nmnat3,31.093746645962764,18.42928215680115,8.175978194344426,13.74243348226415,0.0,21.97007088372673,2.7850318784029757,19.691102892674866,25.858681402134245,21.21502759035699,24.153977935009788,13.748700700897487
A0A087WSM9,Nav1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.544873985662214
A0A087WSP9,Orc2,0.0,9.375783247698907,7.551231717814767,19.40012306261041,12.706837896863604,67.36545986685138,49.64643839397554,0.0,138.46725848821808,8.365639922803652,31.608066111609855,94.69088121680082
A0A097PUG4,Unm3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.81080077417895,0.0,0.0,4.779884978200317,0.0
A0A0A0MQ84,Efcc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.46073773476512
A0A0A0MQ87,Sos2,0.0,0.0,0.0,0.0,0.0,0.0,13.74838391452432,0.0,0.0,0.0,13.110597386614064,1.7878683898686543
A0A0A0MQ88,Pitpnc1,37.34371043133801,43.60438748442483,39.58759617672502,40.73822837253677,0.0,56.22608315253068,15.126197973043404,0.0,47.39354157840192,31.55579723668219,42.18003210816238,11.546820187978964
A0A0A0MQB0,Odr4,2.1933543657046934,23.60935478000547,2.1163213976186745,0.0,0.0,10.971980728980679,22.919911157230583,0.0,9.427477355496059,0.0,17.725089960306473,9.974762834442519
A0A0A0MQD1,Tdrd7,0.0,0.0,0.0,8.353924799994255,0.0,0.0,0.0,0.0,0.0,0.0,12.972000399596263,0.0
A0A0A0MQD5,Shank3,98.96696953423614,82.03615341340603,0.0,0.0,0.0,5.497708083464141,0.0,0.0,38.34559571632053,34.9156182476784,81.06186658304041,0.0
A0A0A0MQG1,Obsl1,28.34952714863065,28.540955846066133,13.648416080668817,0.0,0.0,0.0,0.0,0.0,0.0,15.50558141906723,0.0,0.0
A0A0A0MQG7,Urod,172.12802500705848,171.41704805582026,143.0105059435884,121.63703362074362,160.42231785488698,184.2599134376772,105.89689261276,176.49101858496883,260.7240048948395,142.83911173043913,203.74158851771634,164.16923925807245
A0A0A0MQH9,Prorsd1,141.91076293562347,124.83340346949521,99.35554381726882,149.48591774981432,104.30516262543617,146.04617093132225,104.09112790192756,90.57734632166074,143.51056795210928,117.3189958566874,136.75496803952524,148.2475183233017
A0A0A0MQI8,Gtdc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.576693557881866
A0A0A0MQI9,Capzb,637.9909083202382,613.6076843282032,738.8041249294057,773.7462838401473,708.4819453164273,746.5720507455039,650.8739617320989,687.6473633927634,530.4843534936962,697.3634726574917,736.4773677333452,769.2078464869795
A0A0A0MQJ0,Setx,16.65322455330588,0.0,0.0,10.597618077413376,0.0,70.35181511518648,119.29255972156177,0.0,25.37949876075384,0.0,24.606433787888093,57.627184601637154
A0A0A0MQL5,Phactr4,20.469790607259107,19.123114091916392,21.56085062246846,28.97560782729166,11.117423490027992,53.55749765974298,24.22906029457015,31.85672628530385,357.8079678627561,7.068880868560553,61.15779243646618,94.60424943477709
A0A0A0MQM3,Cyb5r3,155.5074823315391,76.09153555361105,122.09967943286559,71.72586231983897,50.138002610363536,126.60071412312162,81.3768184956041,344.2592536079952,126.18435683030881,163.28763314593033,136.31038997094603,141.90479486063796
A0A0A0U6W1,4 SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.75317283334921,0.0,0.0,82.62803991352416,0.0
A0A0A6YVN9,Gnb4,13.571251165195896,16.346821612654455,20.10704632169251,13.037322699006253,0.0,33.05603306090711,0.0,20.741493330372908,29.93878008963052,25.389716657528194,18.224306041101105,13.069749687865562
A0A0A6YVP6,Stam,210.65253362292327,132.65142092263076,144.7462774041146,152.76259135747836,217.887959178199,88.66767511841732,112.43535553477716,567.1242712516794,95.4134838637377,277.12564072822227,153.62786105921143,73.51397432487741
A0A0A6YVS1,Fcer1g,34.76619849409114,24.209504419639206,23.06905044979566,9.920212270875885,0.0,9.110189536185983,8.822331509334834,0.0,0.0,24.003992068911728,21.61843332228873,12.589152596215262
A0A0A6YVS7,Cryz,192.21882576549072,105.94484406435954,80.4302269419221,42.21784899316482,18.7348029619166,51.022155023338264,41.098959065341546,244.454052673821,20.984867691660156,180.5867712567316,112.9115431755745,97.73481280164515
A0A0A6YVT2,Kel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5482303478948,0.0,0.0,0.0
A0A0A6YVV3,Txndc9,0.0,8.67577287898596,0.0,19.689112745817244,25.076407720193195,37.506614036854366,41.04124235318083,10.93461914428365,69.53148231694195,38.96856411310905,27.346780259499702,35.15528412950052
A0A0A6YVV5,Fubp3,245.878941635138,227.0556694489852,204.35553496742293,190.05821680911336,266.0315957226091,212.409363640754,141.3697555489839,271.98672122812343,289.5715643742585,316.3449243528051,148.01543595751255,164.78045055170952
A0A0A6YVV9,Ppp2r5a,127.33307572502508,111.3335465848632,44.95435410351195,162.75154694337252,174.16397960622376,127.78755165918234,140.54430069229528,111.15412849164655,87.65806860237275,126.0552351627775,119.9325722331831,97.79204938329974
A0A0A6YVW0,Tada3,0.0,9.087921610575183,0.0,0.0,0.0,51.88195080544283,27.37782937370801,0.0,44.23360406250332,0.0,0.6490103355043424,19.08617114296556
A0A0A6YVX4,Cdc123,49.232612112161185,62.36305609950639,57.64372698192014,95.26755153260301,64.21375342605134,110.40057632655095,91.9759200083699,9.951988867950629,118.59666128485365,52.09557100054913,101.53106737756883,62.482750366596555
A0A0A6YW00,Taf1a,0.0,0.0,0.0,0.0,0.0,7.688791093134845,3.647534191104754,0.0,0.0,0.0,0.0,15.34718146967042
A0A0A6YW08,Camkv,0.0,0.0,0.0,0.0,3.0624455129437314,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A0A0A6YW30,Ndufs2,155.08565153228403,110.96113688133097,143.4832220275452,127.5708440045775,113.66396274466888,161.72655506328138,172.42489182579513,131.466610053462,184.3804728042587,145.94363960195687,127.67386074406666,102.41066198341188
A0A0A6YW31,Tmco1,42.785498823333455,16.75566560069142,21.391296023173762,47.65559275240726,33.43239953842677,6.134291102000039,9.449331028475914,0.0,14.53269717032222,0.0,6.360438173855659,12.037461913377586
A0A0A6YW60,Mapkap1,20.394955632921228,23.39046170397243,10.25367828200334,26.438416660394637,0.0,22.21689300314983,19.3175814394079,2.4589862735642973,17.30333498651583,0.9130486040097349,28.23412950260508,34.349089767903685
A0A0A6YW80,Naa15,298.69308542274035,349.03104448378303,319.05858944940513,419.79810237559775,390.6150040875484,354.7860732651238,374.98918445580375,180.77928935641037,447.5229967747077,359.1028409040058,261.49695154236514,261.6301808327082
A0A0A6YW83,Nup214,425.0740655586286,454.7192269743694,408.6723027923752,509.3667347323208,385.84353676552973,512.6625532751923,423.90076141497156,214.7171280808911,584.5552555665123,341.13356465433463,239.79428547344784,346.11324333415035
A0A0A6YW87,Cnih4,0.0,8.494237773543702,0.0,0.0,0.0,12.514230377551966,5.760041250446666,0.0,0.0,4.173825159659202,5.490288645731804,4.673972711725869
A0A0A6YWB3,Gpatch4,10.435466439187044,42.05066538228256,12.281284902181413,11.249422736823629,33.38036299094923,43.99764337540467,52.54403229829061,0.0,116.31667313481607,0.0,23.895359379382402,26.832638540067734
A0A0A6YWF7,Lin9,56.94486505317624,64.39175811344579,43.54391066929876,65.48934637674931,32.432634969624125,80.98275369870981,121.24643404978715,0.0,68.16078676114735,41.34295462208003,53.43554475609536,91.30806423705974
A0A0A6YWH1,Dph7,18.674650724373357,0.0,0.0,6.058947260933911,6.963292695948021,10.035824115901216,12.35617276062885,0.0,0.0,7.143837549749086,13.968057590593174,11.774017406776512
A0A0A6YWH7,Serpinc1,62.4238151917967,72.57990684443466,101.36334152138825,89.87756743737168,104.90473277581322,16.786730286757308,0.0,469.45391116781747,36.50027344144695,143.43110858788026,88.38205980373779,39.66644547003113
A0A0A6YWM1,Uqcrc1,1012.8213047542336,958.9880956100403,986.9596767606181,943.2772440514952,889.7504242463511,806.9952838740985,880.5706433371455,1010.8406904163601,1110.8388556507468,942.6858659346132,933.1822263792199,704.2019401621823
A0A0A6YWM5,Rab3gap2,72.95321777836143,116.01704556821461,41.99789161082153,112.918873076509,26.519474973789332,91.757924576355,142.33124892081403,0.0,96.68858227022456,32.90207004891717,103.30094747963832,139.60796156732434
A0A0A6YWM7,Usp4,104.13739075320242,254.1346354844312,169.19716381057623,120.760501709336,47.353100381409625,163.78466696329855,198.7398466100922,0.0,326.4618131818535,158.54415414860128,141.03317983479067,183.70364899800123
A0A0A6YWM8,Map4k4,58.86330715279453,43.98250351533299,41.48042925144881,120.153287308316,163.8866487485877,33.855359760774874,26.147483279306048,0.0,7.769835913734249,0.0,24.88803548832565,78.24878372367571
A0A0A6YWP0,Brox,102.6570762985352,71.96678454688147,60.33902775307651,83.29807262567132,96.12167151116735,51.81815554323759,46.17871149208963,55.00280587296641,45.85711469651553,80.45961958572722,83.82989138628163,61.07887057912346
A0A0A6YWP7,Rcor3,32.16492914217703,17.710633855507744,8.78636016855425,20.432311041450138,0.0,18.961823718867286,0.0,0.0,9.926003361901978,20.56963786080149,16.436096915266997,8.98952266401154
A0A0A6YWS5,Lrsam1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.520235447263845
A0A0A6YWS6,Diexf,36.99731427390317,94.07911102406985,50.84377574922566,74.02537538763262,67.48912491576192,45.07608657602315,61.87616535593657,0.0,74.42948488607567,38.84382264412095,21.869215159390915,25.727219378872853
A0A0A6YWU4,Nckipsd,0.0,0.0,0.0,0.0,0.0,0.0,13.252794986272772,0.0,0.0,0.0,0.0,0.0
A0A0A6YWU6,Fpgs,8.01418551836369,16.48371189060498,0.0,22.13195945056875,18.146415709091066,21.00754396802162,32.96614816621126,0.0,91.76484646199003,0.9191128959567393,12.57859712963102,44.12055702682974
A0A0A6YWU8,Tiprl,330.90186084024236,280.16554623394586,224.78718015287413,269.92453353139575,158.116904904618,164.53207916797248,161.92725975793553,147.48261766677865,170.88156459649235,185.97816394870023,167.33391901212354,208.31379132714457
A0A0A6YWV7,Ifrd2,6.3193488405355716,13.232275288686171,3.882644769170313,4.45093839019818,0.0,13.635120417310233,14.835601225086942,0.0,19.410217393855092,0.0,5.480891427797214,4.070182390105705
A0A0A6YX00,Fbxo28,0.0,13.421548830893663,1.7899725437296408,9.57477438066278,0.0,6.8716269379461075,19.41636396122159,0.0,18.492237659630565,1.847169775567161,5.762239889295522,10.622017636331188
A0A0A6YX11,Uck2,119.39979240493805,133.8858144816517,164.09205371369288,164.62023942642517,124.84627409589285,126.4840804268425,176.54493146855344,32.8812119533473,236.23978347582513,153.95031748384162,71.75007230252332,85.01937631892207
A0A0A6YX13,Rabgap1l,22.082243555383656,42.72066621637807,13.091943524640707,42.076947055347134,0.0,7.311269666716393,7.965724386104723,0.0,154.58088000188755,0.0,0.0,0.0
A0A0A6YX17,Tdrd12,167.9427163633145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
